date,study,study_link,journal,severe,severe_lower_bound,severe_upper_bound,severe_p-value,severe_significant,fatality,fatality_lower_bound,fatality_upper_bound,fatality_p-value,fatality_significant,fatality_adjusted,fatality_calculated,multivariate_adjustment,study_type,sample_size,study_population,critical_only,discharged_vs._death?,key_word,Severe_number,Fatality_number,severe_outside_bounds,fatality_outside_bounds,context
2020-04-29,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.",https://doi.org/10.1101/2020.04.24.20077875,medrxiv,AOR: 1.2,0.64,2.24,0.57,Not Significant,,,,,,,,,Retrospective observational study,610,"14 hospitals in Zhejiang province, China between Jan 10 and Feb 28, 2020 and confirmed diagnosis of Covid-19 infection were included",N,N,"['author', 'find', 'ningbo', 'hospital', 'university']",1.2,,0,0,"Date: 2020-04-29. Study: Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.. Study Link: https://doi.org/10.1101/2020.04.24.20077875. Journal: medrxiv. Severe: AOR: 1.2. Severe Lower Bound: 0.64. Severe Upper Bound: 2.24. Severe p-value: 0.57. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 610. Study Population: 14 hospitals in Zhejiang province, China between Jan 10 and Feb 28, 2020 and confirmed diagnosis of Covid-19 infection were included. Critical Only: N. Discharged vs Death: N.Severe_number: 1.2. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'find', 'ningbo', 'hospital', 'university']. "
2020-04-28,Association of Digestive Symptoms and Hospitalization in Patients with SARS-CoV-2 Infection,https://doi.org/10.1101/2020.04.23.20076935,medrxiv,OR 4.42,1.54,12.63,0.01,Significant,,,,,,,,,Retrospective observational study,207,"Stanford University Hospital and Clinics from March 03, 2020 to April 7, 2020",Y,N,"['author', 'medicine', 'find', 'stanford', 'search']",4.42,,0,0,"Date: 2020-04-28. Study: Association of Digestive Symptoms and Hospitalization in Patients with SARS-CoV-2 Infection. Study Link: https://doi.org/10.1101/2020.04.23.20076935. Journal: medrxiv. Severe: OR 4.42. Severe Lower Bound: 1.54. Severe Upper Bound: 12.63. Severe p-value: 0.01. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 207. Study Population: Stanford University Hospital and Clinics from March 03, 2020 to April 7, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 4.42. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'medicine', 'find', 'stanford', 'search']. "
2020-04-28,"Predictive factors for disease progression in hospitalized patients with Coronavirus Disease 2019 in Wuhan, China",https://doi.org/10.1016/j.jcv.2020.104392,Journal of Clinical Virology,OR 17.6,4.84,63.98,<0.01,,,,,,,,,,Retrospective observational study,111,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology from January 13 to February 16 in 2020",Y,N,['redirecting'],17.6,,0,0,"Date: 2020-04-28. Study: Predictive factors for disease progression in hospitalized patients with Coronavirus Disease 2019 in Wuhan, China. Study Link: https://doi.org/10.1016/j.jcv.2020.104392. Journal: Journal of Clinical Virology. Severe: OR 17.6. Severe Lower Bound: 4.84. Severe Upper Bound: 63.98. Severe p-value: <0.01. Severe Significant: nan. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 111. Study Population: Union Hospital, Tongji Medical College, Huazhong University of Science and Technology from January 13 to February 16 in 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 17.6. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-04-28,"Clinical characteristics of 145 patients with corona virus disease 2019 (COVID-19) in Taizhou, Zhejiang, China",https://doi.org/10.1007/s15010-020-01432-5,Infection,OR 2.64,0.86,8.05,0.09,Not Significant,,,,,,,,,Retrospective observational study,145,"Taizhou Public Health Medical Center, Zhejiang, China from Jan 1, 2020 to Mar 11, 2020",N,N,"['patients', 'ill', 'pubmed', 'article', 'severely']",2.64,,0,0,"Date: 2020-04-28. Study: Clinical characteristics of 145 patients with corona virus disease 2019 (COVID-19) in Taizhou, Zhejiang, China. Study Link: https://doi.org/10.1007/s15010-020-01432-5. Journal: Infection. Severe: OR 2.64. Severe Lower Bound: 0.86. Severe Upper Bound: 8.05. Severe p-value: 0.09. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 145. Study Population: Taizhou Public Health Medical Center, Zhejiang, China from Jan 1, 2020 to Mar 11, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 2.64. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'ill', 'pubmed', 'article', 'severely']. "
2020-04-28,"Clinical determinants for fatality of 44,672 patients with COVID-19",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187660/,Critical Care,,,,,,OR 3.54,2.79,4.48,<0.01,Significant,Not Adjusted,"Extracted RR, Calculated OR",,Case series,44672,"Chinese center for disease control and prevention (44,672 laboratory confirmed cases updated through February 11, 2020, [2])",N,N,[],,3.54,0,0,"Date: 2020-04-28. Study: Clinical determinants for fatality of 44,672 patients with COVID-19. Study Link: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187660/. Journal: Critical Care. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 3.54. Fatality lower bound : 2.79. Fatality upper bound: 4.48. Fatality p-value: <0.01. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted RR, Calculated OR. Multivariate Adjustment: nan. Study Type: Case series. Sample Size: 44672. Study Population: Chinese center for disease control and prevention (44,672 laboratory confirmed cases updated through February 11, 2020, [2]). Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 3.54. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-27,Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7196305/,Theranostics,OR 3.27,1.39,7.71,0.01,Significant,,,,,,,,,Retrospective observational study,421,Jiangsu province between 10 January and 18 February 2020.,Y,N,[],3.27,,0,0,Date: 2020-04-27. Study: Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients. Study Link: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7196305/. Journal: Theranostics. Severe: OR 3.27. Severe Lower Bound: 1.39. Severe Upper Bound: 7.71. Severe p-value: 0.01. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 421. Study Population: Jiangsu province between 10 January and 18 February 2020.. Critical Only: Y. Discharged vs Death: N.Severe_number: 3.27. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. 
2020-04-27,Clinical characteristics and outcomes of patients with severe covid-19 with diabetes,https://www.ncbi.nlm.nih.gov/pubmed/32345579/,BMJ Open Diabetes Res Care,,,,,,OR 2.16,10.57,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,193,"Tongji Hospital (Wuhan, China) from January 10, 2020 to February 24, 2020;",N,N,"['patients', 'diabetes', 'severe', 'survival', 'admission']",,2.16,0,1,"Date: 2020-04-27. Study: Clinical characteristics and outcomes of patients with severe covid-19 with diabetes. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32345579/. Journal: BMJ Open Diabetes Res Care. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 2.16. Fatality lower bound : 10.57. Fatality upper bound: 0.0. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 193. Study Population: Tongji Hospital (Wuhan, China) from January 10, 2020 to February 24, 2020;. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 2.16. Severe_outside_bounds: 0. Fatality_outside_bounds: 1. Key word: ['patients', 'diabetes', 'severe', 'survival', 'admission']. "
2020-04-27,Estimating Survival of Hospitalized COVID-19 Patients from Admission Information,http://doi.org/10.1101/2020.04.22.20075416,medrxiv,,,,,,OR 1.59,1.38,1.83,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,5233,"Northwell Health acute care hospitals on or after March 1, 2020, and were discharged or died before April 12, 2020. Clinical outcomes (i.e., discharges, mortality, and length of stay) were monitored until April 12, 2020, the final date of follow-up",N,Y,"['author', 'health', 'find', 'northwell', 'research']",,1.59,0,0,"Date: 2020-04-27. Study: Estimating Survival of Hospitalized COVID-19 Patients from Admission Information. Study Link: http://doi.org/10.1101/2020.04.22.20075416. Journal: medrxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.59. Fatality lower bound : 1.38. Fatality upper bound: 1.83. Fatality p-value: <0.01. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 5233. Study Population: Northwell Health acute care hospitals on or after March 1, 2020, and were discharged or died before April 12, 2020. Clinical outcomes (i.e., discharges, mortality, and length of stay) were monitored until April 12, 2020, the final date of follow-up. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 1.59. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'health', 'find', 'northwell', 'research']. "
2020-04-26,ICU and ventilator mortality among critically ill adults with COVID-19,https://doi.org/10.1101/2020.04.23.20076737,MedRxiv,,,,,,OR 1.15,0.6,2.19,0.67,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"ICU of Emory Healthcare acute-care hospitals in Atlanta, Georgia from March 6, 2020 through April 17, 2027",N,N,"['author', 'medicine', 'emory', 'find', 'care']",,1.15,0,0,"Date: 2020-04-26. Study: ICU and ventilator mortality among critically ill adults with COVID-19. Study Link: https://doi.org/10.1101/2020.04.23.20076737. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.15. Fatality lower bound : 0.6. Fatality upper bound: 2.19. Fatality p-value: 0.67. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 217. Study Population: ICU of Emory Healthcare acute-care hospitals in Atlanta, Georgia from March 6, 2020 through April 17, 2027. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.15. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'medicine', 'emory', 'find', 'care']. "
2020-04-25,The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails,http://doi.org/10.1101/2020.04.21.20074633,,OR 3.54,1.79,7.01,,Significant,,,,,,,,,Systematic review and meta-analysis,9 studies,"PubMed, Scopus, EMBASE, Web of Science, and Google Scholar searched through March 12 2021",Y,N,"['author', 'shiraz', 'find', 'health', 'medicine']",3.54,,0,0,
2020-04-25,Association between rRT-PCR test results upon admission and outcome in hospitalized chest CT-Positive COVID-19 patients; a provincial retrospective cohort with active follow-up,doi.org/10.1101/2020.04.21.20074641,medrxiv,,,,,,OR 1.39,0.73,2.64,0.29,Not Significant,Adjusted,Extracted,"Age, ICU admission, PCR test results, admission week, number of comorbidities, cardiovascular disease, chronic lung disease, gender, chronic kidney disease, immunodeficiency, hypertension",Retrospective observational study,1197,"Qazvin province hospitals Feb 20-March 11, 2020",N,N,[],,1.39,0,0,"Date: 2020-04-25. Study: Association between rRT-PCR test results upon admission and outcome in hospitalized chest CT-Positive COVID-19 patients; a provincial retrospective cohort with active follow-up. Study Link: doi.org/10.1101/2020.04.21.20074641. Journal: medrxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.39. Fatality lower bound : 0.73. Fatality upper bound: 2.64. Fatality p-value: 0.29. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age, ICU admission, PCR test results, admission week, number of comorbidities, cardiovascular disease, chronic lung disease, gender, chronic kidney disease, immunodeficiency, hypertension. Study Type: Retrospective observational study. Sample Size: 1197. Study Population: Qazvin province hospitals Feb 20-March 11, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.39. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-24,"COVID-19 in Iran, a comprehensive investigation from exposure to treatment outcomes",https://doi.org/10.1101/2020.04.20.20072421,medrxiv,OR 2.17,0.69,6.83,0.19,Not Significant,,,,,,,,,Retrospective observational study,100,"YAS hospital affiliated to Tehran University of Medical Sciences from Feb 22 to March 5, 2020",Y,N,"['author', 'find', 'iran', 'tehran', 'search']",2.17,,0,0,"Date: 2020-04-24. Study: COVID-19 in Iran, a comprehensive investigation from exposure to treatment outcomes. Study Link: https://doi.org/10.1101/2020.04.20.20072421. Journal: medrxiv. Severe: OR 2.17. Severe Lower Bound: 0.69. Severe Upper Bound: 6.83. Severe p-value: 0.19. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 100. Study Population: YAS hospital affiliated to Tehran University of Medical Sciences from Feb 22 to March 5, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.17. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'find', 'iran', 'tehran', 'search']. "
2020-04-23,Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis,https://doi.org/10.1016/j.jinf.2020.04.021,Journal of Infection,OR: 3.68,2.68,5.03,,Significant,,,,,,,,,Systematic review and meta-analysis,3033 patients from 13 studies,China,Y,N,['redirecting'],3.68,,0,0,Date: 2020-04-23. Study: Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis. Study Link: https://doi.org/10.1016/j.jinf.2020.04.021. Journal: Journal of Infection. Severe: OR: 3.68. Severe Lower Bound: 2.68. Severe Upper Bound: 5.03. Severe p-value: nan. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Systematic review and meta-analysis. Sample Size: 3033 patients from 13 studies. Study Population: China. Critical Only: Y. Discharged vs Death: N.Severe_number: 3.68. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. 
2020-04-23,Clinical Characteristics of Hospitalized Covid-19 Patients in New York City,http://medrxiv.org/cgi/content/short/2020.04.19.20062117v1?rss=1,MedRxiv,,,,,,OR 2.09,1.56,2.81,<0.05,Significant,Not Adjusted,Calculated,,Retrospective observational study,2199,"Mount Sinai Hospital located in East Harlem, Manhattan; Mount Sinai Morningside located in Morningside Heights, Manhattan; Mount Sinai West located in Midtown and the West Side, Manhattan; Mount Sinai Brooklyn located in Midwood, Brooklyn; and Mount Sinai Queens located in Astoria, Queens from Feb 27, 2020 to Apr 2, 2020",N,Y,"['patients', 'median', 'iqr', 'preprint', 'medrxiv']",,2.09,0,0,"Date: 2020-04-23. Study: Clinical Characteristics of Hospitalized Covid-19 Patients in New York City. Study Link: http://medrxiv.org/cgi/content/short/2020.04.19.20062117v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 2.09. Fatality lower bound : 1.56. Fatality upper bound: 2.81. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 2199. Study Population: Mount Sinai Hospital located in East Harlem, Manhattan; Mount Sinai Morningside located in Morningside Heights, Manhattan; Mount Sinai West located in Midtown and the West Side, Manhattan; Mount Sinai Brooklyn located in Midwood, Brooklyn; and Mount Sinai Queens located in Astoria, Queens from Feb 27, 2020 to Apr 2, 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 2.09. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'median', 'iqr', 'preprint', 'medrxiv']. "
2020-04-23,"Venous and arterial thromboembolic complications in COVID-19 patients admitted to an academic hospital in Milan, Italy",doi.org/10.1016/j.thromres.2020.04.024,Thrombosis Research,OR 0.71,0.35,1.44,0.35,,,,,,,,,,Retrospective observational study,388,"Humanitas Clinical and Research Hospital,  since February 2021",Y,N,[],0.71,,0,0,"Date: 2020-04-23. Study: Venous and arterial thromboembolic complications in COVID-19 patients admitted to an academic hospital in Milan, Italy. Study Link: doi.org/10.1016/j.thromres.2020.04.024. Journal: Thrombosis Research. Severe: OR 0.71. Severe Lower Bound: 0.35. Severe Upper Bound: 1.44. Severe p-value: 0.35. Severe Significant: nan. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 388. Study Population: Humanitas Clinical and Research Hospital,  since February 2021. Critical Only: Y. Discharged vs Death: N.Severe_number: 0.71. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-21,Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology],https://doi.org/10.1016/j.jcv.2020.104378,Journal of Clinical Virology,,,,,,OR 1.24,0.66,2.34,0.51,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,2968,"Baqiyatallah hospital from 19 February 2020, to 15 April 2020",N,N,['redirecting'],,1.24,0,0,"Date: 2020-04-21. Study: Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]. Study Link: https://doi.org/10.1016/j.jcv.2020.104378. Journal: Journal of Clinical Virology. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.24. Fatality lower bound : 0.66. Fatality upper bound: 2.34. Fatality p-value: 0.51. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 2968. Study Population: Baqiyatallah hospital from 19 February 2020, to 15 April 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.24. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,medRxiv,,,,,,HR 0.89,0.57,1.39,,Not Significant,Not Adjusted,Extracted,,Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",N,N,"['new', 'author', 'york', 'ny', 'medicine']",,0.89,0,0,"Date: 2020-04-20. Study: Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study. Study Link: http://doi.org/10.1101/2020.04.15.20067157. Journal: medRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : HR 0.89. Fatality lower bound : 0.57. Fatality upper bound: 1.39. Fatality p-value: nan. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Prospective observational study. Sample Size: 257. Study Population: Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 0.89. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['new', 'author', 'york', 'ny', 'medicine']. "
2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,,,,,,,AHR 1.28,0.77,2.13,,Not Significant,Adjusted,Extracted,"Age, gender, symptom duration prior to presentation, hypertension, cardiovascular disease, COPD and/or interstitial lung disease, chronic kidney disease, diabetes, BMI >= 35, IL-6, D-dimer",Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",N,N,"['new', 'author', 'york', 'ny', 'medicine']",,1.28,0,0,
2020-04-19,Comorbid Chronic Diseases and Acute Organ Injuries Are Strongly Correlated with Disease Severity and Mortality among COVID-19 Patients: A Systemic Review and Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187729/,Research,OR 2.61,2.05,3.33,,Significant,,,,,,,,,Systematic review and meta-analysis,"31 studies, 6104 patients","PubMed, Embase, Web of Science, medRxiv, and bioRxiv databases for articles published through April 6, 2020",Y,N,[],2.61,,0,0,"Date: 2020-04-19. Study: Comorbid Chronic Diseases and Acute Organ Injuries Are Strongly Correlated with Disease Severity and Mortality among COVID-19 Patients: A Systemic Review and Meta-Analysis. Study Link: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187729/. Journal: Research. Severe: OR 2.61. Severe Lower Bound: 2.05. Severe Upper Bound: 3.33. Severe p-value: nan. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Systematic review and meta-analysis. Sample Size: 31 studies, 6104 patients. Study Population: PubMed, Embase, Web of Science, medRxiv, and bioRxiv databases for articles published through April 6, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.61. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
